OrderID,OrderDate,Month,Region,Category,Channel,UnitPrice,Quantity,Revenue,DeliveryDays,Delayed,CustomerID,ChurnRisk
ORD100764,2025-05-12,2025-05,East,Apparel,In-Store,33.452400618072915,3,100.36,1.6,0,517,Medium
ORD100765,2025-10-12,2025-10,North,Electronics,In-Store,175.04661093124182,3,525.14,3.7,0,770,Low
ORD100766,2025-08-12,2025-08,East,Apparel,In-Store,49.178347109236505,4,196.71,2.4,0,433,Low
ORD100767,2025-06-24,2025-06,South,Beauty,Online,35.35788560019197,2,70.72,3.8,0,376,Low
ORD100768,2025-02-21,2025-02,East,Beauty,In-Store,22.04302681463548,3,66.13,3.5,0,674,Low
ORD100769,2025-05-18,2025-05,West,Apparel,Online,37.34481963597467,3,112.03,3.7,0,398,Low
ORD100770,2025-08-26,2025-08,East,Beauty,Online,27.70070668420798,1,27.7,3.3,0,359,Low
ORD100771,2025-12-27,2025-12,East,Beauty,Online,27.71523528649055,3,83.15,4.2,0,687,High
ORD100772,2025-01-02,2025-01,East,Sports,In-Store,82.25309459547437,3,246.76,4.3,0,256,Low
ORD100773,2025-09-19,2025-09,West,Beauty,In-Store,25.27918255679087,5,126.4,2.8,0,764,Medium
ORD100774,2025-11-05,2025-11,West,Apparel,Online,33.46939100859193,3,100.41,3.3,0,242,Low
ORD100775,2025-12-14,2025-12,North,Sports,Online,56.8266228311174,5,284.13,3.7,0,460,Low
ORD100776,2025-06-04,2025-06,East,Home & Kitchen,Online,63.52875037766204,2,127.06,4.6,0,225,High
ORD100777,2025-02-13,2025-02,North,Sports,In-Store,47.31644253570314,4,189.27,4.8,0,569,Low
ORD100778,2025-04-09,2025-04,West,Electronics,In-Store,216.74740181203777,5,1083.74,2.5,0,391,Low
ORD100779,2025-11-07,2025-11,East,Sports,Online,54.86842784849784,1,54.87,3.6,0,216,Medium
ORD100780,2025-11-17,2025-11,South,Beauty,Online,22.92626229926255,3,68.78,6.6,1,669,Low
ORD100781,2025-08-21,2025-08,North,Apparel,Online,50.535558026964644,5,252.68,6.1,1,841,Low
ORD100782,2025-02-14,2025-02,South,Beauty,Online,31.535695086427346,3,94.61,4.0,0,26,High
ORD100783,2025-02-14,2025-02,East,Apparel,Online,33.928639571966116,5,169.64,3.1,0,511,Low
ORD100784,2025-06-24,2025-06,North,Electronics,Online,286.86264899817826,3,860.59,4.2,0,646,Medium
ORD100785,2025-08-03,2025-08,North,Electronics,Online,197.8458109646992,5,989.23,3.0,0,647,Low
ORD100786,2025-01-12,2025-01,West,Sports,Online,82.37799296778152,4,329.51,3.6,0,199,Low
ORD100787,2025-09-08,2025-09,East,Home & Kitchen,In-Store,108.16616342315425,3,324.5,3.6,0,103,Low
ORD100788,2025-07-18,2025-07,North,Apparel,Online,45.17404372589071,2,90.35,5.6,1,462,Medium
ORD100789,2025-01-05,2025-01,North,Home & Kitchen,Online,68.79974866454675,1,68.8,2.1,0,573,Low
ORD100790,2025-02-04,2025-02,West,Apparel,In-Store,57.79786044470201,2,115.6,5.6,1,261,High
ORD100791,2025-06-15,2025-06,East,Apparel,In-Store,42.88050401110707,4,171.52,2.6,0,332,Medium
ORD100792,2025-09-21,2025-09,East,Beauty,Online,24.43456458809726,3,73.3,4.4,0,479,Medium
ORD100793,2025-10-29,2025-10,South,Home & Kitchen,Online,86.89003208586071,2,173.78,7.1,1,405,Low
ORD100794,2025-06-07,2025-06,North,Sports,In-Store,62.55490259345315,3,187.66,3.4,0,435,Medium
ORD100795,2025-04-18,2025-04,North,Home & Kitchen,Online,103.60100121358155,2,207.2,3.3,0,614,Medium
ORD100796,2025-12-20,2025-12,East,Beauty,In-Store,36.31490897662597,5,181.57,4.2,0,885,Low
ORD100797,2025-06-17,2025-06,North,Electronics,Online,288.92548097286004,2,577.85,3.5,0,716,High
ORD100798,2025-04-26,2025-04,North,Electronics,Online,267.1442485076556,3,801.43,4.3,0,8,Low
ORD100799,2025-06-11,2025-06,East,Electronics,Online,252.89494393976074,3,758.68,3.8,0,315,High
ORD100800,2025-01-05,2025-01,West,Home & Kitchen,In-Store,84.0099205275127,4,336.04,4.8,0,9,High
ORD100801,2025-04-21,2025-04,East,Home & Kitchen,Online,111.30298421180106,2,222.61,2.3,0,786,Low
ORD100802,2025-07-08,2025-07,South,Sports,Online,82.28492260800724,1,82.28,4.0,0,580,Low
ORD100803,2025-12-02,2025-12,South,Apparel,Online,58.238868918376106,4,232.96,3.5,0,197,Low
ORD100804,2025-09-27,2025-09,South,Electronics,In-Store,273.39915892297125,3,820.2,4.4,0,755,Low
ORD100805,2025-10-13,2025-10,South,Home & Kitchen,Online,88.34333480663668,4,353.37,3.4,0,507,Medium
ORD100806,2025-07-18,2025-07,South,Beauty,In-Store,26.45482057105034,3,79.36,3.7,0,47,Low
ORD100807,2025-02-10,2025-02,South,Apparel,In-Store,59.076329353270886,3,177.23,3.2,0,136,Medium
ORD100808,2025-05-23,2025-05,East,Electronics,Online,155.66568477135948,5,778.33,5.8,1,728,High
ORD100809,2025-12-30,2025-12,West,Apparel,In-Store,38.6643589540089,1,38.66,2.6,0,261,High
ORD100810,2025-01-17,2025-01,West,Apparel,In-Store,44.217572020160794,1,44.22,2.3,0,472,Low
ORD100811,2025-11-17,2025-11,North,Electronics,Online,244.26820190604704,5,1221.34,4.0,0,805,High
ORD100812,2025-09-07,2025-09,South,Apparel,Online,49.16769859135121,5,245.84,7.2,1,260,Low
ORD100813,2025-04-14,2025-04,North,Home & Kitchen,Online,65.84568627757594,3,197.54,3.6,0,11,Low
ORD100814,2025-10-11,2025-10,South,Apparel,Online,34.80114329412625,3,104.4,5.2,1,76,Low
ORD100815,2025-11-02,2025-11,North,Apparel,Online,38.503361218936305,3,115.51,5.2,1,824,Medium
ORD100816,2025-01-16,2025-01,North,Electronics,In-Store,207.70115349005846,5,1038.51,4.1,0,540,Low
ORD100817,2025-02-08,2025-02,East,Beauty,In-Store,21.295127446321807,3,63.89,3.8,0,296,Low
ORD100818,2025-08-31,2025-08,South,Apparel,Online,53.312358347320455,4,213.25,4.5,0,71,Low
ORD100819,2025-12-31,2025-12,West,Apparel,Online,39.303414225730975,2,78.61,5.0,0,626,High
ORD100820,2025-01-09,2025-01,North,Electronics,Online,208.1162832284478,2,416.23,2.1,0,36,Medium
ORD100821,2025-08-31,2025-08,North,Home & Kitchen,Online,74.75449467269837,4,299.02,3.0,0,83,Medium
ORD100822,2025-02-19,2025-02,South,Beauty,Online,31.748425818448954,2,63.5,6.9,1,534,Medium
ORD100823,2025-08-26,2025-08,North,Electronics,In-Store,286.40915720257004,1,286.41,4.6,0,577,Low
ORD100824,2025-08-16,2025-08,North,Electronics,In-Store,177.0060528398533,1,177.01,3.5,0,513,Low
ORD100825,2025-02-03,2025-02,West,Electronics,Online,206.47197543761555,5,1032.36,2.2,0,818,Low
ORD100826,2025-09-06,2025-09,North,Home & Kitchen,In-Store,94.75361323297987,2,189.51,1.6,0,242,Low
ORD100827,2025-11-24,2025-11,North,Beauty,Online,21.92885967888917,1,21.93,2.9,0,500,High
ORD100828,2025-11-12,2025-11,East,Apparel,In-Store,57.64432700761005,5,288.22,3.1,0,276,Low
ORD100829,2025-01-11,2025-01,South,Apparel,Online,61.79749192566893,5,308.99,3.7,0,326,Medium
ORD100830,2025-03-31,2025-03,East,Sports,Online,67.52076250844361,3,202.56,3.7,0,136,Medium
ORD100831,2025-03-29,2025-03,South,Sports,In-Store,82.17335158329028,4,328.69,6.6,1,714,High
ORD100832,2025-06-15,2025-06,West,Electronics,Online,217.61152173248914,4,870.45,5.0,0,633,Low
ORD100833,2025-02-22,2025-02,North,Electronics,Online,217.91488652089106,1,217.91,4.0,0,641,High
ORD100834,2025-11-08,2025-11,South,Apparel,Online,34.846840646523276,2,69.69,4.0,0,128,Medium
ORD100835,2025-10-11,2025-10,East,Sports,In-Store,43.48877126999033,3,130.47,1.3,0,106,Low
ORD100836,2025-10-23,2025-10,West,Home & Kitchen,In-Store,69.69224181553389,3,209.08,2.3,0,704,Medium
ORD100837,2025-03-14,2025-03,South,Home & Kitchen,Online,82.77520479766426,2,165.55,3.2,0,599,Low
ORD100838,2025-01-06,2025-01,East,Sports,Online,63.32266041624134,1,63.32,4.1,0,27,Medium
ORD100839,2025-11-29,2025-11,North,Electronics,In-Store,187.50660878818073,5,937.53,3.5,0,598,Medium
ORD100840,2025-04-16,2025-04,North,Apparel,Online,50.80337875183496,4,203.21,2.5,0,882,Medium
ORD100841,2025-08-28,2025-08,North,Electronics,Online,181.90570472511172,4,727.62,3.9,0,676,High
ORD100842,2025-11-28,2025-11,East,Beauty,In-Store,27.850433945651105,3,83.55,5.1,1,250,Medium
ORD100843,2025-01-14,2025-01,North,Home & Kitchen,Online,66.95973285060234,3,200.88,6.0,1,285,Low
ORD100844,2025-01-02,2025-01,East,Apparel,In-Store,53.44490339968933,3,160.33,4.2,0,677,Low
ORD100845,2025-01-02,2025-01,North,Electronics,Online,233.55216626623601,3,700.66,3.5,0,361,High
ORD100846,2025-02-27,2025-02,West,Sports,In-Store,72.91624616104986,4,291.66,4.7,0,663,Medium
ORD100847,2025-01-19,2025-01,West,Sports,Online,44.40442312284928,5,222.02,6.1,1,864,High
ORD100848,2025-10-27,2025-10,North,Home & Kitchen,Online,79.82027649316791,4,319.28,1.3,0,365,Low
ORD100849,2025-08-10,2025-08,North,Electronics,Online,302.91162116313876,4,1211.65,5.5,1,516,Low
ORD100850,2025-12-24,2025-12,North,Beauty,In-Store,22.126009808833633,1,22.13,2.3,0,441,High
ORD100851,2025-10-20,2025-10,West,Sports,In-Store,59.57190496723041,3,178.72,3.2,0,458,Medium
ORD100852,2025-12-18,2025-12,North,Home & Kitchen,In-Store,58.262300255914745,5,291.31,2.6,0,69,Low
ORD100853,2025-03-29,2025-03,South,Home & Kitchen,Online,64.2125859743648,2,128.43,5.6,1,888,Low
ORD100854,2025-04-16,2025-04,South,Beauty,Online,30.713055483034083,3,92.14,3.9,0,487,High
ORD100855,2025-11-07,2025-11,East,Beauty,In-Store,24.307781351365104,2,48.62,3.0,0,207,Medium
ORD100856,2025-03-31,2025-03,South,Home & Kitchen,In-Store,85.0503037979752,1,85.05,5.1,1,516,Low
ORD100857,2025-01-21,2025-01,South,Apparel,Online,60.56604800725719,4,242.26,5.5,1,358,Low
ORD100858,2025-09-02,2025-09,West,Apparel,In-Store,37.81283808321894,2,75.63,4.3,0,739,Low
ORD100859,2025-10-20,2025-10,North,Sports,Online,46.5018334079123,3,139.51,3.3,0,684,Low
ORD100860,2025-12-20,2025-12,West,Home & Kitchen,Online,102.21548747104532,3,306.65,5.3,1,344,Low
ORD100861,2025-12-05,2025-12,North,Electronics,In-Store,224.88155650171828,5,1124.41,4.3,0,642,Low
ORD100862,2025-02-13,2025-02,South,Electronics,Online,289.92210922199723,5,1449.61,6.4,1,30,Medium
ORD100863,2025-10-09,2025-10,West,Beauty,Online,27.42858918797313,3,82.29,5.0,0,870,Low
ORD100864,2025-11-05,2025-11,East,Beauty,Online,34.178172108928884,1,34.18,5.1,1,460,Medium
ORD100865,2025-09-12,2025-09,East,Beauty,In-Store,40.38958464033495,3,121.17,4.3,0,589,Low
ORD100866,2025-10-27,2025-10,North,Apparel,Online,36.908417682609034,5,184.54,6.9,1,580,Low
ORD100867,2025-11-02,2025-11,South,Sports,In-Store,75.63059949082694,3,226.89,6.0,1,282,Low
ORD100868,2025-06-12,2025-06,South,Sports,Online,68.52370349349533,3,205.57,5.1,1,621,Low
ORD100869,2025-01-15,2025-01,South,Apparel,Online,57.107822455752185,4,228.43,4.1,0,358,Medium
ORD100870,2025-06-16,2025-06,South,Electronics,Online,180.28677512277864,3,540.86,4.9,0,612,High
ORD100871,2025-03-15,2025-03,South,Beauty,Online,30.11581587707726,3,90.35,4.8,0,81,Medium
ORD100872,2025-02-11,2025-02,South,Electronics,Online,173.8409331854507,3,521.52,5.8,1,132,Medium
ORD100873,2025-02-15,2025-02,North,Home & Kitchen,Online,109.76459804718041,5,548.82,2.9,0,831,High
ORD100874,2025-09-12,2025-09,South,Home & Kitchen,In-Store,59.510736485767524,3,178.53,5.9,1,662,Medium
ORD100875,2025-07-04,2025-07,North,Home & Kitchen,Online,59.66707028768574,2,119.33,2.0,0,116,Medium
ORD100876,2025-07-17,2025-07,West,Electronics,In-Store,292.31605359598217,3,876.95,1.8,0,193,Medium
ORD100877,2025-09-29,2025-09,East,Sports,In-Store,54.632010221782345,4,218.53,3.1,0,491,Low
ORD100878,2025-07-20,2025-07,North,Electronics,Online,245.94108505846114,5,1229.71,2.7,0,6,Low
ORD100879,2025-08-18,2025-08,East,Sports,Online,54.07397221410688,5,270.37,2.5,0,361,Medium
ORD100880,2025-02-01,2025-02,West,Electronics,Online,253.90878984663982,4,1015.64,3.7,0,294,Medium
ORD100881,2025-11-07,2025-11,North,Home & Kitchen,Online,66.77828467912151,4,267.11,2.8,0,121,Low
ORD100882,2025-06-13,2025-06,North,Sports,Online,61.27251723816171,3,183.82,3.7,0,270,High
ORD100883,2025-02-26,2025-02,North,Electronics,Online,236.15779491618073,2,472.32,3.0,0,264,Low
ORD100884,2025-10-24,2025-10,North,Electronics,Online,205.38100510421802,3,616.14,3.1,0,61,Medium
ORD100885,2025-09-26,2025-09,East,Sports,Online,52.571425673295984,4,210.29,4.0,0,570,High
ORD100886,2025-01-20,2025-01,West,Electronics,In-Store,175.59182682136736,3,526.78,5.0,0,245,Low
ORD100887,2025-03-12,2025-03,North,Electronics,Online,262.74622779141964,2,525.49,5.5,1,29,High
ORD100888,2025-01-06,2025-01,East,Apparel,Online,36.80090555382433,1,36.8,4.2,0,20,Medium
ORD100889,2025-04-09,2025-04,North,Beauty,Online,27.134654214951034,1,27.13,4.0,0,869,Medium
ORD100890,2025-02-06,2025-02,East,Home & Kitchen,In-Store,74.86689081852498,3,224.6,3.1,0,107,High
ORD100891,2025-09-17,2025-09,East,Apparel,Online,45.8125541048596,4,183.25,4.6,0,818,Medium
ORD100892,2025-07-10,2025-07,South,Beauty,Online,35.753942690551405,4,143.02,5.7,1,150,Low
ORD100893,2025-12-24,2025-12,North,Apparel,In-Store,44.980271741591714,5,224.9,4.6,0,77,Medium
ORD100894,2025-10-01,2025-10,East,Apparel,Online,58.93944907521772,4,235.76,1.7,0,491,Low
ORD100895,2025-08-12,2025-08,West,Apparel,Online,52.913247868535805,1,52.91,4.2,0,781,Low
ORD100896,2025-07-05,2025-07,North,Apparel,Online,57.912331558100675,5,289.56,4.1,0,65,Low
ORD100897,2025-01-20,2025-01,North,Apparel,In-Store,54.065149781924625,5,270.33,3.0,0,296,Low
ORD100898,2025-01-26,2025-01,North,Home & Kitchen,In-Store,64.32338079087758,5,321.62,1.9,0,677,Medium
ORD100899,2025-08-13,2025-08,East,Electronics,In-Store,304.60080448706987,3,913.8,1.7,0,61,High
ORD100900,2025-01-02,2025-01,East,Home & Kitchen,Online,100.04883088302847,2,200.1,5.0,0,153,High
ORD100901,2025-01-16,2025-01,East,Electronics,Online,242.19915236963791,5,1211.0,3.1,0,276,Low
ORD100902,2025-03-21,2025-03,East,Apparel,Online,36.70477463325097,1,36.7,1.9,0,726,Medium
ORD100903,2025-11-19,2025-11,West,Electronics,In-Store,180.59281988116206,4,722.37,4.8,0,728,Medium
ORD100904,2025-06-17,2025-06,West,Home & Kitchen,In-Store,90.40254579216793,5,452.01,4.4,0,638,Low
ORD100905,2025-09-16,2025-09,North,Sports,In-Store,59.48027958608448,5,297.4,2.9,0,599,Medium
ORD100906,2025-05-31,2025-05,East,Apparel,Online,52.78957426622709,3,158.37,2.9,0,24,Low
ORD100907,2025-03-05,2025-03,North,Electronics,In-Store,211.3538696345542,5,1056.77,2.9,0,215,High
ORD100908,2025-05-16,2025-05,South,Electronics,In-Store,232.9781564043156,5,1164.89,6.0,1,829,Low
ORD100909,2025-02-03,2025-02,West,Sports,In-Store,49.8942375944864,5,249.47,1.9,0,647,Medium
ORD100910,2025-10-09,2025-10,East,Electronics,In-Store,177.9009762212493,2,355.8,1.4,0,217,High
ORD100911,2025-03-08,2025-03,West,Sports,Online,45.177080075336605,4,180.71,3.7,0,637,Medium
ORD100912,2025-05-18,2025-05,South,Apparel,In-Store,57.3186381043044,5,286.59,4.5,0,652,Low
ORD100913,2025-12-24,2025-12,South,Electronics,Online,239.5294827432678,2,479.06,4.6,0,668,Low
ORD100914,2025-08-05,2025-08,South,Sports,Online,81.77992367607982,2,163.56,6.0,1,882,High
ORD100915,2025-06-17,2025-06,North,Apparel,In-Store,55.10881786281883,2,110.22,4.3,0,487,Low
ORD100916,2025-07-18,2025-07,North,Electronics,In-Store,272.38952667842204,2,544.78,3.3,0,54,Low
ORD100917,2025-10-14,2025-10,South,Beauty,In-Store,31.690227118137322,4,126.76,5.2,1,737,High
ORD100918,2025-04-03,2025-04,North,Electronics,Online,279.5799062249502,5,1397.9,4.0,0,14,Medium
ORD100919,2025-08-21,2025-08,West,Apparel,Online,61.17499852738522,1,61.17,4.5,0,577,Medium
ORD100920,2025-11-15,2025-11,North,Apparel,Online,54.23481794856628,2,108.47,2.1,0,716,Low
ORD100921,2025-07-28,2025-07,North,Apparel,In-Store,34.82605163794054,5,174.13,1.8,0,113,Low
ORD100922,2025-06-12,2025-06,East,Sports,In-Store,69.34283408864725,3,208.03,1.7,0,717,Medium
ORD100923,2025-02-22,2025-02,North,Electronics,In-Store,172.54671468512814,2,345.09,2.8,0,729,Low
ORD100924,2025-04-01,2025-04,West,Beauty,Online,22.621670870792023,4,90.49,4.8,0,588,Low
ORD100925,2025-12-12,2025-12,East,Home & Kitchen,Online,94.80242268649252,5,474.01,2.3,0,292,Low
ORD100926,2025-07-17,2025-07,North,Beauty,In-Store,38.53049407040481,2,77.06,3.1,0,182,Medium
ORD100927,2025-04-20,2025-04,East,Sports,Online,48.671342610633396,3,146.01,2.9,0,634,Low
ORD100928,2025-06-02,2025-06,East,Beauty,In-Store,22.55712076728694,4,90.23,2.0,0,142,High
ORD100929,2025-07-30,2025-07,East,Home & Kitchen,Online,105.64528207475445,5,528.23,3.2,0,607,Low
ORD100930,2025-07-16,2025-07,West,Apparel,Online,35.66459411521237,3,106.99,3.2,0,153,Low
ORD100931,2025-09-13,2025-09,East,Apparel,Online,32.60521195292772,5,163.03,4.7,0,302,High
ORD100932,2025-04-04,2025-04,East,Home & Kitchen,In-Store,96.37904465092336,4,385.52,3.1,0,456,High
ORD100933,2025-08-25,2025-08,South,Apparel,In-Store,58.2030399540033,3,174.61,5.5,1,146,Medium
ORD100934,2025-06-11,2025-06,East,Sports,In-Store,63.6078803414975,3,190.82,2.8,0,715,High
ORD100935,2025-12-10,2025-12,West,Electronics,In-Store,237.14848759044332,4,948.59,3.3,0,625,Low
ORD100936,2025-02-27,2025-02,East,Sports,Online,56.1481415345499,1,56.15,6.2,1,15,Low
ORD100937,2025-02-24,2025-02,East,Electronics,In-Store,190.7233326253998,2,381.45,1.4,0,764,Low
ORD100938,2025-06-18,2025-06,South,Beauty,In-Store,36.85987347368731,2,73.72,6.0,1,645,Low
ORD100939,2025-07-05,2025-07,East,Electronics,Online,284.7897988506405,5,1423.95,6.0,1,754,Medium
ORD100940,2025-09-10,2025-09,West,Electronics,In-Store,203.47169275744028,5,1017.36,4.7,0,541,Medium
ORD100941,2025-05-28,2025-05,North,Sports,Online,53.500405764777355,5,267.5,3.3,0,564,Low
ORD100942,2025-11-30,2025-11,North,Sports,Online,53.2472522208921,1,53.25,5.4,1,345,Low
ORD100943,2025-06-23,2025-06,South,Sports,Online,44.125007556938954,2,88.25,4.8,0,205,High
ORD100944,2025-02-17,2025-02,South,Beauty,In-Store,26.902575521648,2,53.81,3.7,0,212,Medium
ORD100945,2025-02-13,2025-02,East,Electronics,Online,157.95024121322678,1,157.95,3.5,0,285,Low
ORD100946,2025-12-22,2025-12,North,Sports,Online,75.11312014367165,2,150.23,3.0,0,262,Low
ORD100947,2025-02-18,2025-02,South,Apparel,In-Store,39.56169511447524,3,118.69,3.4,0,679,Low
ORD100948,2025-12-12,2025-12,East,Home & Kitchen,Online,94.64869060367636,5,473.24,5.3,1,472,Low
ORD100949,2025-04-12,2025-04,East,Apparel,In-Store,48.61043414452752,1,48.61,2.4,0,370,Low
ORD100950,2025-02-04,2025-02,East,Electronics,In-Store,282.96939901648864,5,1414.85,3.3,0,653,Low
ORD100951,2025-04-22,2025-04,East,Home & Kitchen,Online,109.78120874319319,5,548.91,2.3,0,659,Low
ORD100952,2025-08-13,2025-08,East,Sports,Online,57.42624779342493,1,57.43,4.0,0,841,Low
ORD100953,2025-06-06,2025-06,East,Electronics,In-Store,167.60448626300413,2,335.21,1.9,0,279,Low
ORD100954,2025-10-14,2025-10,East,Beauty,Online,36.74256105210438,3,110.23,2.6,0,219,Low
ORD100955,2025-08-12,2025-08,South,Home & Kitchen,Online,57.19293026715427,5,285.96,5.1,1,6,Low
ORD100956,2025-05-27,2025-05,East,Electronics,In-Store,188.33635351088193,4,753.35,4.6,0,144,High
ORD100957,2025-08-20,2025-08,North,Home & Kitchen,In-Store,58.98203743449575,5,294.91,3.5,0,543,Medium
ORD100958,2025-12-21,2025-12,North,Electronics,In-Store,292.31484922945157,2,584.63,3.6,0,728,Low
ORD100959,2025-05-31,2025-05,South,Electronics,Online,154.8157505820421,5,774.08,5.0,0,541,Low
ORD100960,2025-02-26,2025-02,West,Home & Kitchen,In-Store,83.59356124085298,5,417.97,3.4,0,892,Medium
ORD100961,2025-05-30,2025-05,East,Electronics,In-Store,219.29586558248295,3,657.89,4.2,0,565,Low
ORD100962,2025-11-03,2025-11,North,Electronics,In-Store,254.52267834041345,1,254.52,2.3,0,794,Medium
ORD100963,2025-03-21,2025-03,East,Sports,In-Store,54.16925171990849,2,108.34,4.3,0,242,High
ORD100964,2025-12-13,2025-12,North,Electronics,In-Store,288.5490916722966,1,288.55,4.5,0,292,Low
ORD100965,2025-08-03,2025-08,East,Sports,Online,72.8425211464185,5,364.21,3.0,0,730,Low
ORD100966,2025-08-08,2025-08,West,Sports,Online,60.15636589167378,2,120.31,3.7,0,595,Low
ORD100967,2025-04-26,2025-04,East,Electronics,Online,209.13604242493136,4,836.54,3.3,0,439,Medium
ORD100968,2025-12-02,2025-12,East,Home & Kitchen,Online,101.68974185986472,2,203.38,2.2,0,860,Low
ORD100969,2025-01-14,2025-01,South,Electronics,Online,270.58728597450863,5,1352.94,4.6,0,686,Medium
ORD100970,2025-04-20,2025-04,South,Home & Kitchen,Online,78.34400324934666,4,313.38,6.8,1,266,Low
ORD100971,2025-06-02,2025-06,West,Electronics,In-Store,206.57126684195956,2,413.14,2.5,0,550,Medium
ORD100972,2025-06-24,2025-06,East,Beauty,Online,21.816647782913385,3,65.45,5.6,1,357,Medium
ORD100973,2025-06-23,2025-06,South,Electronics,Online,166.58291579778242,1,166.58,4.7,0,375,Low
ORD100974,2025-02-23,2025-02,South,Home & Kitchen,Online,59.01943351103714,1,59.02,7.7,1,724,High
ORD100975,2025-03-24,2025-03,North,Electronics,Online,157.75998489759613,5,788.8,2.9,0,611,Medium
ORD100976,2025-02-04,2025-02,North,Electronics,In-Store,177.54234684968023,5,887.71,2.8,0,12,Low
ORD100977,2025-07-28,2025-07,North,Apparel,Online,58.49996725693811,5,292.5,2.6,0,517,High
ORD100978,2025-05-09,2025-05,South,Home & Kitchen,Online,100.69692140232844,4,402.79,4.4,0,582,Medium
ORD100979,2025-07-26,2025-07,West,Beauty,In-Store,38.75705080439214,2,77.51,5.4,1,460,Low
ORD100980,2025-08-04,2025-08,South,Electronics,Online,250.06525565952265,1,250.07,5.8,1,270,Medium
ORD100981,2025-09-14,2025-09,North,Electronics,Online,250.10571759106315,4,1000.42,4.9,0,584,Medium
ORD100982,2025-07-19,2025-07,North,Apparel,In-Store,35.40385001642002,2,70.81,1.4,0,852,Medium
ORD100983,2025-08-25,2025-08,South,Apparel,Online,53.51740863973518,1,53.52,6.0,1,78,High
ORD100984,2025-08-03,2025-08,West,Beauty,In-Store,26.88055462827993,1,26.88,2.6,0,543,Low
ORD100985,2025-08-27,2025-08,South,Beauty,In-Store,31.904319925510222,3,95.71,2.9,0,819,Low
ORD100986,2025-08-14,2025-08,East,Beauty,In-Store,41.049174679818,5,205.25,3.6,0,361,Low
ORD100987,2025-04-26,2025-04,West,Electronics,Online,288.0747707250378,2,576.15,4.8,0,302,Medium
ORD100988,2025-03-31,2025-03,North,Apparel,In-Store,38.84559547981745,5,194.23,3.1,0,223,Low
ORD100989,2025-10-15,2025-10,East,Sports,In-Store,72.93932585941232,2,145.88,4.2,0,202,Low
ORD100990,2025-05-06,2025-05,West,Apparel,Online,34.778858623715145,4,139.12,5.5,1,352,Low
ORD100991,2025-07-20,2025-07,South,Home & Kitchen,In-Store,57.497579201665815,2,115.0,6.3,1,694,Medium
ORD100992,2025-03-13,2025-03,North,Electronics,Online,158.33883831640645,4,633.36,2.3,0,164,Low
ORD100993,2025-06-07,2025-06,West,Apparel,In-Store,36.862764252867386,2,73.73,5.6,1,208,Low
ORD100994,2025-07-13,2025-07,West,Beauty,Online,35.59391644396965,4,142.38,6.8,1,898,Low
ORD100995,2025-08-17,2025-08,South,Electronics,Online,209.94910759253486,3,629.85,4.8,0,896,Low
ORD100996,2025-07-12,2025-07,East,Beauty,Online,21.334791218300527,1,21.33,2.0,0,204,Low
ORD100997,2025-05-12,2025-05,North,Apparel,In-Store,62.622712888370515,2,125.25,1.3,0,379,Low
ORD100998,2025-12-18,2025-12,West,Electronics,Online,236.14027409772692,2,472.28,3.9,0,363,Medium
ORD100999,2025-07-07,2025-07,South,Electronics,Online,214.65755312714288,3,643.97,7.6,1,267,Low
ORD101000,2025-10-23,2025-10,North,Electronics,Online,233.90288383752005,2,467.81,3.7,0,138,Low
ORD101001,2025-09-26,2025-09,East,Home & Kitchen,In-Store,85.11837095207879,3,255.36,2.6,0,56,Medium
ORD101002,2025-07-23,2025-07,West,Electronics,Online,226.41643287232102,5,1132.08,3.7,0,552,Low
ORD101003,2025-11-20,2025-11,West,Home & Kitchen,Online,90.32513865003835,4,361.3,2.9,0,38,Low
ORD101004,2025-02-16,2025-02,North,Beauty,In-Store,39.59815901723443,2,79.2,4.0,0,559,Low
ORD101005,2025-12-03,2025-12,North,Apparel,Online,41.00398130042822,4,164.02,3.6,0,86,Low
ORD101006,2025-11-07,2025-11,West,Electronics,Online,228.99316791827815,5,1144.97,7.0,1,139,Low
ORD101007,2025-07-03,2025-07,West,Apparel,Online,31.614785880198212,2,63.23,5.3,1,5,High
ORD101008,2025-09-25,2025-09,South,Sports,In-Store,78.1121998153645,2,156.22,5.5,1,358,Low
ORD101009,2025-07-09,2025-07,East,Home & Kitchen,In-Store,73.1306177791345,1,73.13,3.0,0,295,Medium
ORD101010,2025-04-09,2025-04,South,Electronics,Online,195.7797223425688,5,978.9,3.9,0,299,High
ORD101011,2025-10-19,2025-10,South,Home & Kitchen,Online,111.86208147581794,5,559.31,4.2,0,280,Low
ORD101012,2025-03-31,2025-03,North,Apparel,Online,49.90837757047341,3,149.73,2.1,0,844,Medium
ORD101013,2025-04-25,2025-04,North,Apparel,In-Store,35.37586225344119,5,176.88,4.1,0,387,Low
ORD101014,2025-07-09,2025-07,North,Electronics,Online,194.8908453636099,4,779.56,3.2,0,728,Medium
ORD101015,2025-11-02,2025-11,West,Beauty,Online,28.417758353592536,5,142.09,5.6,1,210,High
ORD101016,2025-05-21,2025-05,North,Electronics,In-Store,305.85324737208066,5,1529.27,3.2,0,435,Low
ORD101017,2025-06-30,2025-06,North,Electronics,Online,220.3157383988881,5,1101.58,3.3,0,57,High
ORD101018,2025-01-16,2025-01,South,Electronics,Online,189.44063419709258,2,378.88,3.8,0,233,Low
